program_id,title,provider,target_audience,program_type,created_at,modified_at,start_date,end_date,related_major,price,image_url,eligible_region,venue_region,operate_cycle
1931,신산업/가상현실(VR) 전문가 미래직업 Job go! 학과체험,더아름교육원,초 중 고,학과체험형,46:38.2,46:38.2,2025-03-13,2025-11-28,로봇공학 기술자 및 연구원,18000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250312&physical=1718B135FAEB407FB647364CDE5D956A.jpg,전국,체험처,월화수목금
1932,신산업/AI드론전문가 미래직업 Job go! 학과체험,더아름교육원,초 중 고,학과체험형,46:38.2,46:38.2,2025-03-13,2025-11-28,로봇공학 기술자 및 연구원,22000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250312&physical=55481F30CA464A69A532F75C7D9EE727.jpg,전국,체험처,월화수목금
1933,[현장·온라인] 2025 UNPM 모의국제회의교육,유엔평화기념관,중 고,현장직업체험형,46:38.2,46:38.2,2025-04-01,2025-11-28,의회의원·고위공무원 및 공공단체 임원,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20240306&physical=2CD3BB1BAB1C41CF9D48F754CC7BA494.JPG,전국,체험처,화수목금
1934,반도체 정밀측정 심화,한국폴리텍대학 반도체,고,학과체험형,46:38.2,46:38.2,2025-03-17,2025-12-31,반도체공정,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250312&physical=0882F79D7E5F46649BC2F62C2526DF17.JPG,전국,체험처,월화수목금
1935,"화덕피자, 전통 이탈리아 요리 체험",바닷가에햇살한스푼,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,주방장 및 요리 연구가,35000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250314&physical=6B8CB32662FB45A9A185F21894589B73.jpg,전국,체험처,월화수목금
1936,반도체 산업 이해 및 공정 체험,한국폴리텍대학 반도체,고,학과체험형,46:38.2,46:38.2,2025-03-17,2025-12-31,반도체공정,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250312&physical=975B6F186D104F54A18D6B1EFA3E9C7C.JPG,전국,체험처,월화수목금
1937,반도체 장비 조립 실습,한국폴리텍대학 반도체,고,학과체험형,46:38.2,46:38.2,2025-03-17,2025-12-31,반도체공정,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250312&physical=2898135B8C604F72B5EDA4D9F7F554EC.JPG,전국,체험처,월화수목금
1938,반도체 체험 활동,한국폴리텍대학 반도체,중,학과체험형,46:38.2,46:38.2,2025-03-17,2025-12-31,반도체공정,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250312&physical=2327FB81B26D4AF4B61790A1088C47FE.JPG,전국,체험처,월화수목금
1939,[현장·온라인] 2025 UNPM 세계시민교육,유엔평화기념관,초 중 고,현장견학형,46:38.2,46:38.2,2025-04-01,2025-11-28,인문과학 연구원,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250312&physical=7FA25FAFF8B444D79439FBA98B375CD9.png,전국,체험처,화수목금
1940,원목 전등 만들기,글라스아하,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-03-01,2035-12-31,예술·디자인·방송·스포츠직,50000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250312&physical=34F5805EE3D74504B251AED2C1962AC2.png,전국,학교,월화수목금토일
1941,원목 냄비받침대 만들기,글라스아하,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-03-01,2035-12-31,예술·디자인·방송·스포츠직,30000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250312&physical=734B961A23464E949643A6AEFC077D68.png,전국,학교,월화수목금토일
1942,나만의 돌도장 만들기,글라스아하,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-03-01,2035-12-31,예술·디자인·방송·스포츠직,30000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250312&physical=A9DA8C34368740CA8FA8D5FEB747239F.png,전국,학교,월화수목금토일
1943,"[학교방문,체험처방문]직업체험-화과자",위플레이,중 고,현장직업체험형,46:38.2,46:38.2,2025-03-03,2035-03-31,기타 조리사,35000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250312&physical=F1418DC230544438898674975E42B818.jpg,전국,체험처,월화수목금토일
1944,[현장·온라인] 2025 평화스쿨,유엔평화기념관,초 중 고,현장견학형,46:38.2,46:38.2,2025-04-01,2025-11-28,기타 군인,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20240306&physical=353607DD144D4AEFA17C2D533539277F.png,전국,체험처,화수목금
1945,챗GPT 전문가 - 이미지 생성,진로로운,초,직업실무체험형,46:38.2,46:38.2,2025-03-01,2030-12-31,기타 컴퓨터 전문가 및 소프트웨어 전문가,15000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250312&physical=C8F0EC2588994ABD9156D9A02B05BC30.jpg,전국,학교,월화수목금토일
1946,치과위생사 진로체험,가톨릭상지대학교,중 고,학과체험형,46:38.2,46:38.2,2025-04-01,2025-12-01,임상치위생,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20240425&physical=D7C098D6D9414C5F8210A01DE6B67BF6.jpg,전국,체험처,월화수목금
1947,"스타쉐프 기초과정(한식, 일식, 중식, 양식)",가톨릭상지대학교,중 고,학과체험형,46:38.2,46:38.2,2025-09-01,2025-11-28,식품조리과학,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20240425&physical=0369ECD289E34F8598138960C3359317.jpg,전국,체험처,월화수목금
1948,보건환경 체험교실,충청남도 보건환경연구원,초 중 고,현장견학형,46:38.2,46:38.2,2025-04-01,2025-11-30,보건위생·환경 검사원,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20201120&physical=EE89A22F34CB42909E27E3CAF2E34BF0.jpg,전국,체험처,화목
1949,샌딩체험,(주)유리섬 박물관,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-01-01,2030-12-31,"유리기능, 복사, 수제 제본 등 기타 기능 종사원",17000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250312&physical=7D516B684BBD4115A31FA33628BA9F24.jpg,전국,체험처,화수목금토일
1950,Wi-Fi 모의창업 과정,이이비네트웍스,중 고,강연형,46:38.2,46:38.2,2025-03-03,2025-12-31,창업/벤처기업,25000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250312&physical=42677614E5C0418DB611EF1CA6D7C035.jpg,전국,학교,월화수목금
1951,"바나나 수확체험, 아열대과수 화분만들기",엣지해남,초,현장직업체험형,46:38.2,46:38.2,2025-03-12,2025-12-31,원예작물 재배원,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250312&physical=1AC28104986C41CC87D250BD09E38423.jpg,전국,체험처,월화수목금
1952,"[학교,체험처]직업체험-글라스아트",위플레이,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-03-01,2035-12-31,제품 디자이너,25000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250312&physical=DA22EEF4B4B54AC6BD24EC5CF30AAFBA.jpg,전국,체험처,월화수목금토일
1953,전통과자전문가체험 (오란다 만들기),교동 민화마을 - 채샘네 푸드스토리,중,직업실무체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,주방장 및 요리 연구가,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20230620&physical=97C19A657F4E4ABD92DB718918C9B464.jpg,전국,체험처,월화수목금
1954,[삼굿마을] 두부만들기 체험,영월군농업기술센터,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-04-07,2025-11-28,농림어업 단순 종사원,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250312&physical=5461258854E14DA49A8C825233A2FAAC.jpg,전국,체험처,월화수목금
1955,수요진로체험(스포츠경영과) 내일은 나도 스포츠 스타!,서울동산고등학교,중,학과체험형,46:38.2,46:38.2,2025-08-27,2025-08-27,스포츠경영학,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250312&physical=13BB1F35131C4D95BD54DF6C690C57EC.JPG,전국,체험처,
1956,수요진로체험(음악영상콘텐츠과) 실용음악 전공 악기 체험,서울동산고등학교,중,학과체험형,46:38.2,46:38.2,2025-08-27,2025-08-27,대중/실용/영화음악,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250312&physical=D57ED3E9D0944B62A386BFE968C39D97.JPG,전국,체험처,
1957,"수요진로체험(외식조리과) 톡톡, Chef의 꿈, 맛있는 진로 체험",서울동산고등학교,중,학과체험형,46:38.2,46:38.2,2025-08-27,2025-08-27,양식 조리사,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250312&physical=79C4D73B56064E298DB8A9CE89A75D2F.JPG,전국,체험처,
1958,수요진로체험(뷰티아트과) 나만의 색을 찾아서,서울동산고등학교,중,학과체험형,46:38.2,46:38.2,2025-08-27,2025-08-27,헤어미용,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250312&physical=943518012A234B5E9D35BA00DDD5E9CC.JPG,전국,체험처,
1959,2025 '영신과 함께' 진로체험의 날(문의처 02-2289-0365),영신간호비즈니스고등학교,중,학과체험형,46:38.2,46:38.2,2025-04-02,2025-11-19,메이크업,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250312&physical=87537CEDBD944FCF80DD9D02D63FF77C.jpg,"서울특별시 강남구, 서울특별시 강동구, 서울특별시 강북구, 서울특별시 강서구, 서울특별시 관악구, 서울특별시 광진구, 서울특별시 구로구, 서울특별시 금천구, 서울특별시 노원구, 서울특별시 도봉구, 서울특별시 동대문구, 서울특별시 동작구, 서울특별시 마포구, 서울특별시 서대문구, 서울특별시 서초구, 서울특별시 성동구, 서울특별시 성북구, 서울특별시 송파구, 서울특별시 양천구, 서울특별시 영등포구, 서울특별시 용산구, 서울특별시 은평구, 서울특별시 종로구, 서울특별시 중구, 서울특별시 중랑구, 경기도 구리시, 경기도 남양주시, 경기도 의정부시",체험처,수
1960,점핑피트니스,유니점핑다이어트,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-03-01,2030-12-31,"스포츠강사, 레크리에이션강사 및 기타 관련 전문가",20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20240311&physical=5D5F6A45245F4BD2B63C89968B72F419.jpg,전국,체험처,월화수목금
1961,★미디어 액티비티 스포츠 체험존★,진로팡,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-03-03,2035-12-31,통신공학 기술자 및 연구원,25000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=EFFEF38018D04E3485833EAF9FCD5163.png,전국,체험처,월화수목금토
1962,★진로팡 미래교육센터★,진로팡,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-03-03,2035-12-31,기타 컴퓨터 전문가 및 소프트웨어 전문가,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=9AB349CC1C5D46049B09076A5E5C26F2.png,전국,체험처,월화수목금토
1963,AI동화작가 진로체험,모두의곤충,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-03-11,2033-03-31,작가,33000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=797C77E2A5D546129DE17BDE470BF123.jpg,전국,체험처,월화수목금
1964,빅데이터센터 진로 체험,경상남도 빅데이터센터,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-03-01,2027-12-31,프로그래밍환경,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20230331&physical=E29404FFAC10478CB1C16F047AF08516.jpg,전국,체험처,월화수목금
1965,★미디어 액티비티 스포츠 체험존★,진로팡 증평/괴산점,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-03-03,2035-12-31,통신공학 기술자 및 연구원,25000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=5CE95C508C83441D87F4DEC752387974.png,전국,체험처,월화수목금토
1966,곤충전문가 진로체험,모두의곤충,초,직업실무체험형,46:38.2,46:38.2,2025-03-11,2033-03-31,생명과학 연구원,13000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=E788D3F15A8F409BB30C21E0A59446A2.jpg,전국,체험처,월화수목금
1967,미래식량곤충전문가 진로체험,모두의곤충,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-03-12,2033-03-31,생명과학 연구원,13000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=40C52457EE3D44FEBECB83C8BF1CAD3A.jpg,전국,체험처,월화수목금
1968,"비건 베이킹,로푸드 요리하기",비건숲,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-03-17,2026-04-30,주방장 및 요리 연구가,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250329&physical=410243A1259D47529CCE0684E162FD41.jpg,전국,학교,월화수목금
1969,3D프린팅 전문가 진로체험,모두의곤충,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-03-11,2033-03-31,제품 디자이너,13000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=71CE5A92D5CF408684AA5DAB91D88385.jpg,전국,체험처,월화수목금
1970,★진로팡 미래교육센터★,진로팡 증평/괴산점,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-03-03,2035-12-31,기타 데이터 및 네트워크 전문가,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=33DAF31EC8844250823FCF18654F6C85.png,전국,체험처,월화수목금토
1971,3D펜 메이커 진로체험,모두의곤충,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-03-11,2033-03-31,제품 디자이너,13000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=0F60D9AE38074C21BF94D10219F19549.jpg,전국,체험처,월화수목금
1972,탄소중립과 로컬푸드-귤귤케이크,주식회사 더 그린박스,초 중,현장직업체험형,46:38.2,46:38.2,2025-03-01,2025-12-31,기타 문리·기술 및 예능 강사,33000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=B78E87C8024D4FDFAE55929EA6C30217.jpg,전국,학교,월화수목금
1973,단종쿠키 초콜렛꾸미기,달콤한쭈니네,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-03-12,2025-12-31,기타 조리사,15000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=0C002284440D40D3876B4761893D96D9.jpg,전국,학교,월화수목금
1974,배나무썬캐쳐만들기,안나농원,초,현장견학형,46:38.2,46:38.2,2025-04-01,2025-11-30,과수작물 재배원,25000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=047A6269A75E4DCAB29D4DA6BE6D48CA.jpg,전국,체험처,월화수목금
1975,학교로 찾아가는 애견 전문가,멍스테이(보은지점),초 중 고,직업실무체험형,46:38.2,46:38.2,2025-03-11,2025-12-31,반려동물 미용 및 관리 종사원,25000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20240402&physical=D2948F60E8A44C3AAC5B168B8A9E4CC9.jpg,전국,체험처,월화수목금
1976,수요진로체험(영유아보육과) 영유아교구제작 체험,서울동산고등학교,중,학과체험형,46:38.2,46:38.2,2025-08-27,2025-08-27,유아교육,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250312&physical=33F0B051DD254D7CBE2D7707641E2755.jpg,전국,체험처,
1977,2025 서울 직업계고 개방 진로체험의 날(경기상업고등학교) 진로탐색멘토링_영화제작 체험,경기상업고등학교,초 중,학과체험형,46:38.2,46:38.2,2025-03-17,2025-11-21,영화,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=BA8809B4B6724515880B5E5209CA3730.jpg,"서울특별시 강남구, 서울특별시 강동구, 서울특별시 강북구, 서울특별시 강서구, 서울특별시 관악구, 서울특별시 광진구, 서울특별시 구로구, 서울특별시 금천구, 서울특별시 노원구, 서울특별시 도봉구, 서울특별시 동대문구, 서울특별시 동작구, 서울특별시 마포구, 서울특별시 서대문구, 서울특별시 서초구, 서울특별시 성동구, 서울특별시 성북구, 서울특별시 송파구, 서울특별시 양천구, 서울특별시 영등포구, 서울특별시 용산구, 서울특별시 은평구, 서울특별시 종로구, 서울특별시 중구, 서울특별시 중랑구, 경기도 고양시, 경기도 김포시, 경기도 부천시",체험처,금
1978,2025 서울 직업계고 개방 진로체험의 날(경기상업고등학교) 진로탐색멘토링_디스크골프 스포츠 체험,경기상업고등학교,초 중,학과체험형,46:38.2,46:38.2,2025-03-17,2025-11-21,사회/생활체육,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20220322&physical=20E6D4433422461DA9485F76B719137F.jpg,"서울특별시 강남구, 서울특별시 강동구, 서울특별시 강북구, 서울특별시 강서구, 서울특별시 관악구, 서울특별시 광진구, 서울특별시 구로구, 서울특별시 금천구, 서울특별시 노원구, 서울특별시 도봉구, 서울특별시 동대문구, 서울특별시 동작구, 서울특별시 마포구, 서울특별시 서대문구, 서울특별시 서초구, 서울특별시 성동구, 서울특별시 성북구, 서울특별시 송파구, 서울특별시 양천구, 서울특별시 영등포구, 서울특별시 용산구, 서울특별시 은평구, 서울특별시 종로구, 서울특별시 중구, 서울특별시 중랑구, 경기도 고양시, 경기도 김포시, 경기도 부천시",체험처,금
1979,2025 서울 직업계고 개방 진로체험의 날(경기상업고등학교) 진로탐색멘토링_메이크업 체험,경기상업고등학교,초 중,학과체험형,46:38.2,46:38.2,2025-03-17,2025-11-21,메이크업,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20220322&physical=707DFFF2C0864D0C8A3E0CD63AA21939.jpg,"서울특별시 강남구, 서울특별시 강동구, 서울특별시 강북구, 서울특별시 강서구, 서울특별시 관악구, 서울특별시 광진구, 서울특별시 구로구, 서울특별시 금천구, 서울특별시 노원구, 서울특별시 도봉구, 서울특별시 동대문구, 서울특별시 동작구, 서울특별시 마포구, 서울특별시 서대문구, 서울특별시 서초구, 서울특별시 성동구, 서울특별시 성북구, 서울특별시 송파구, 서울특별시 양천구, 서울특별시 영등포구, 서울특별시 용산구, 서울특별시 은평구, 서울특별시 종로구, 서울특별시 중구, 서울특별시 중랑구, 경기도 고양시, 경기도 김포시, 경기도 부천시",체험처,금
1980,2025 서울 직업계고 개방 진로체험의 날(경기상업고등학교) 진로탐색멘토링_블링블링 체험,경기상업고등학교,초,학과체험형,46:38.2,46:38.2,2025-03-17,2025-11-21,기타미용,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=A2351043C29A4011B801E149439D27F2.jpg,전국,체험처,금
1981,미래식량곤충전문가 진로체험,3D메이커시스템,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-03-11,2033-03-31,주방장 및 요리 연구가,13000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=738145AB51F149B0865BE7D6CFC474B1.jpg,전국,체험처,월화수목금
1982,2025 서울 직업계고 개방 진로체험의 날(경기상업고등학교) 진로탐색멘토링_네일아트 체험,경기상업고등학교,중,학과체험형,46:38.2,46:38.2,2025-03-17,2025-11-21,기타미용,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20220322&physical=926D7E76191E4AF2878A284275BB39B2.jpg,"서울특별시 강남구, 서울특별시 강동구, 서울특별시 강북구, 서울특별시 강서구, 서울특별시 관악구, 서울특별시 광진구, 서울특별시 구로구, 서울특별시 금천구, 서울특별시 노원구, 서울특별시 도봉구, 서울특별시 동대문구, 서울특별시 동작구, 서울특별시 마포구, 서울특별시 서대문구, 서울특별시 서초구, 서울특별시 성동구, 서울특별시 성북구, 서울특별시 송파구, 서울특별시 양천구, 서울특별시 영등포구, 서울특별시 용산구, 서울특별시 은평구, 서울특별시 종로구, 서울특별시 중구, 서울특별시 중랑구, 경기도 고양시, 경기도 김포시, 경기도 부천시",체험처,금
1983,곤충전문가 진로체험,3D메이커시스템,초,현장직업체험형,46:38.2,46:38.2,2025-03-11,2033-03-31,생명과학 연구원,13000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=B9E0F6CDDED04620AEFD74C00BAD1648.jpg,전국,체험처,월화수목금
1984,2025 서울 직업계고 개방 진로체험의 날(경기상업고등학교) 진로탐색멘토링_공무원 직업 체험,경기상업고등학교,초 중,학과체험형,46:38.2,46:38.2,2025-03-17,2025-11-21,공공행정 사무원,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20220322&physical=A411DB2C2A534FC693183E31CC9D5A3C.jpg,"서울특별시 강남구, 서울특별시 강동구, 서울특별시 강북구, 서울특별시 강서구, 서울특별시 관악구, 서울특별시 광진구, 서울특별시 구로구, 서울특별시 금천구, 서울특별시 노원구, 서울특별시 도봉구, 서울특별시 동대문구, 서울특별시 동작구, 서울특별시 마포구, 서울특별시 서대문구, 서울특별시 서초구, 서울특별시 성동구, 서울특별시 성북구, 서울특별시 송파구, 서울특별시 양천구, 서울특별시 영등포구, 서울특별시 용산구, 서울특별시 은평구, 서울특별시 종로구, 서울특별시 중구, 서울특별시 중랑구, 경기도 고양시, 경기도 김포시, 경기도 부천시",체험처,금
1985,2025 서울 직업계고 개방 진로체험의 날(경기상업고등학교) 진로탐색멘토링_사격 아카데미,경기상업고등학교,초 중,학과체험형,46:38.2,46:38.2,2025-03-17,2025-11-21,부사관,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=F708E8FB514E48409559B3905B5BDC2E.jpg,"서울특별시 강남구, 서울특별시 강동구, 서울특별시 강북구, 서울특별시 강서구, 서울특별시 관악구, 서울특별시 광진구, 서울특별시 구로구, 서울특별시 금천구, 서울특별시 노원구, 서울특별시 도봉구, 서울특별시 동대문구, 서울특별시 동작구, 서울특별시 마포구, 서울특별시 서대문구, 서울특별시 서초구, 서울특별시 성동구, 서울특별시 성북구, 서울특별시 송파구, 서울특별시 양천구, 서울특별시 영등포구, 서울특별시 용산구, 서울특별시 은평구, 서울특별시 종로구, 서울특별시 중구, 서울특별시 중랑구, 경기도 고양시, 경기도 김포시, 경기도 부천시",체험처,금
1986,2025 서울 직업계고 개방 진로체험의 날(경기상업고등학교) 진로탐색멘토링_경찰 호신술 체험,경기상업고등학교,초 중,학과체험형,46:38.2,46:38.2,2025-03-17,2025-11-21,경찰행정,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=457ABE2208914206A1AF2F25CF3774BF.jpg,"서울특별시 강남구, 서울특별시 강동구, 서울특별시 강북구, 서울특별시 강서구, 서울특별시 관악구, 서울특별시 광진구, 서울특별시 구로구, 서울특별시 금천구, 서울특별시 노원구, 서울특별시 도봉구, 서울특별시 동대문구, 서울특별시 동작구, 서울특별시 마포구, 서울특별시 서대문구, 서울특별시 서초구, 서울특별시 성동구, 서울특별시 성북구, 서울특별시 송파구, 서울특별시 양천구, 서울특별시 영등포구, 서울특별시 용산구, 서울특별시 은평구, 서울특별시 종로구, 서울특별시 중구, 서울특별시 중랑구, 경기도 고양시, 경기도 김포시, 경기도 부천시",체험처,금
1987,학교로 찾아가는 애견 전문가,멍스테이 청주,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-03-11,2025-12-31,반려동물 미용 및 관리 종사원,25000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20210908&physical=9E511B24635247C89871C40096B36514.jpg,전국,학교,월화수목금
1988,장애공감 진로체험,3D메이커시스템,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-03-11,2033-03-31,사회복지사,13000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=B0102F0BA6854017B539341847E544CC.jpg,전국,체험처,월화수목금
1989,AI동화작가 진로체험,3D메이커시스템,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-03-12,2033-03-31,작가,33000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=7267055CFD4040BCB17CAAA803199B53.jpg,전국,체험처,월화수목금
1990,미디어아티스트 진로체험,3D메이커시스템,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-03-12,2033-03-31,제품 디자이너,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=307E9872ABB14E7E8F95CC88DDAD80CB.jpg,전국,체험처,월화수목금
1991,국립항공박물관 Dream Talk,국립항공박물관,초 중 고,강연형,46:38.2,46:38.2,2025-03-28,2025-12-31,관제사,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20230303&physical=C27BAE6BBF7B44359C83C4403D5C717C.png,전국,체험처,월화수목금
1992,다육&도우아트,안나농원,초,현장견학형,46:38.2,46:38.2,2025-04-01,2025-11-30,과수작물 재배원,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=171CAFE73C5E4AFEBFD8AC54E635112D.png,전국,체험처,월화수목금
1993,2025 서울매그넷고등학교 진로체험(중3),서울매그넷고등학교,중,직업실무체험형,46:38.2,46:38.2,2025-04-01,2025-11-22,사회과학일반,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=233A7F853FEF49D3A1EC0569773C4E2A.jpg,전국,체험처,수
1994,업사이클링(유리),글라스아하,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-03-01,2035-12-31,예술·디자인·방송·스포츠직,30000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=8B68657C8EA2401C97EEEDE5A24DDA8E.jpg,전국,학교,월화수목금토일
1995,3D 프린팅 전문가 진로체험,3D메이커시스템,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-03-11,2033-03-31,컴퓨터 하드웨어 기술자 및 연구원,13000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=8FC2C3EAEE7A426EB60939DAFB7B5DEB.jpg,전국,학교,월화수목금
1996,3D펜 메이커 진로체험,3D메이커시스템,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-03-12,2033-03-31,제품 디자이너,13000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=C22102F0B9084FD0B715648D9263A51C.jpg,전국,체험처,월화수목금
1997,우리동네일터 - (MTA즐거운태권도) 태권도사범 직업체험,MTA즐거운태권도,중,현장직업체험형,46:38.2,46:38.2,2025-03-01,2030-12-31,"스포츠강사, 레크리에이션강사 및 기타 관련 전문가",0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=BC74EF40871D428690A5733DB7E1061F.jpg,전국,체험처,월화수목금
1998,★미디어 액티비티 스포츠 체험존★,진로팡 보은점,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-03-03,2035-12-31,통신공학 기술자 및 연구원,25000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=29F8F391EBC240F4B0F12AA43106D5A4.png,전국,체험처,월화수목금토
1999,충남진로융합교육원-대학방문-레이저 각인기를 활용한 나만의 컵 만들기(1/1),한국폴리텍대학 아산캠퍼스,중,학과체험형,46:38.2,46:38.2,2025-10-31,2025-10-31,절삭가공,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20240311&physical=D015E40937FA4D0DA2D8F653AB5C6376.jpg,전국,체험처,
2000,유리캔들홀더 만들기(업싸이클링),글라스아하,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-03-01,2035-12-31,예술·디자인·방송·스포츠직,30000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=C6CC867327234A87A8D05B62849994EC.jpg,전국,학교,월화수목금토일
2001,연극과 연기,퍼니사이언스랩2,초 중,강연형,46:38.2,46:38.2,2025-03-01,2025-12-31,배우 및 모델,15000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=12EEAED6D390442588EE022BB8C1D7C0.jpg,전국,학교,월화수목금
2002,4차 산업 드론직업체험,남양주드론항공센터,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-06-01,2025-12-28,항공우주공학,16500,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250311&physical=6E6FE6C46B6D4EBA81EB4FFCE752817A.jpg,전국,체험처,화수목금
